Hecate:ProjectEuler fwu$ python euler0044.py
2688712 68935 68948 12 1339
2688712 56007 56023 15 1339
2688712 8650 8753 102 1339
2688712 4205 4413 207 1339
2692730 179513 179518 4 1340
2692730 44869 44889 19 1340
2692730 2512 2847 334 1340
2696751 49931 49949 17 1341
2700775 900258 900259 0 1342
2700775 128605 128612 6 1342
2700775 90021 90031 9 1342
2700775 40910 40932 21 1342
2700775 35998 36023 24 1342
2700775 19548 19594 45 1342
2700775 16341 16396 54 1342
2700775 14728 14789 60 1342
2700775 12826 12896 69 1342
2700775 7771 7886 114 1342
2700775 5769 5923 153 1342
2700775 5057 5232 174 1342
2700775 3432 3685 252 1342
2700775 2635 2957 321 1342
2700775 2146 2531 384 1342
2700775 1895 2322 426 1342
2700775 1362 1912 549 1342
2700775 1171 1781 609 1342
2700775 716 1521 804 1342
2700775 208 1358 1149 1342
2704802 53027 53044 16 1343
2704802 16985 17038 52 1343
2704802 13225 13293 67 1343
2704802 4147 4359 211 1343
2704802 2630 2953 322 1343
2704802 392 1399 1006 1343
2704802 52 1344 1291 1343
2708832 300980 300983 2 1344
2708832 42987 43008 20 1344
2708832 4607 4799 191 1344
2708832 1957 2374 416 1344
2712865 904288 904289 0 1345
2712865 90424 90434 9 1345
2712865 1412 1950 537 1345
2716901 452816 452818 1 1346
2716901 82325 82336 10 1346
2716901 867 1601 733 1346
2720940 60458 60473 14 1347
2720940 37779 37803 23 1347
2720940 2842 3145 302 1347
2724982 908327 908328 0 1348
2724982 227080 227084 3 1348
2724982 69865 69878 12 1348
2724982 17442 17494 51 1348
2724982 2527 2864 336 1348
2729027 454837 454839 1 1349
2729027 64970 64984 13 1349
2729027 53502 53519 16 1349
2729027 23920 23958 37 1349
2729027 12777 12848 70 1349
2729027 7585 7704 118 1349
2729027 3287 3553 265 1349
2729027 2655 2978 322 1349
2729027 1582 2079 496 1349
2729027 1285 1863 577 1349
2733075 16844 16898 53 1350
2733075 6681 6816 134 1350
2737126 912375 912376 0 1351
2737126 228092 228096 3 1351
2737126 130336 130343 6 1351
2737126 32571 32599 27 1351
2737126 4631 4824 192 1351
2737126 796 1568 771 1351
2741180 182743 182748 4 1352
2741180 114212 114220 7 1352
2741180 14025 14090 64 1352
2741180 8734 8838 103 1352
2741180 659 1504 844 1352
2745237 305025 305028 2 1353
2745237 13832 13898 65 1353
2745237 3597 3843 245 1353
2749297 916432 916433 0 1354
2749297 29547 29578 30 1354
2749297 3367 3629 261 1354
2753360 183555 183560 4 1355
2753360 28665 28697 31 1355
2753360 1128 1763 634 1355
2757426 3567 3816 248 1356
2757426 2542 2881 338 1356
2757426 425 1421 995 1356
2761495 920498 920499 0 1357
2761495 92045 92055 9 1357
2761495 41830 41852 21 1357
2761495 24860 24897 36 1357
2761495 19988 20034 45 1357
2761495 16709 16764 54 1357
2761495 7947 8062 114 1357
2761495 7742 7860 117 1357
2761495 3512 3765 252 1357
2761495 2973 3268 294 1357
2761495 2303 2673 369 1357
2761495 1094 1743 648 1357
2761495 724 1538 813 1357
2765567 460927 460929 1 1358
2765567 65840 65854 13 1358
2765567 4655 4849 193 1358
2769642 102575 102584 8 1359
2769642 25627 25663 35 1359
2773720 924573 924574 0 1360
2773720 57778 57794 15 1360
2773720 10835 10920 84 1360
2777801 462966 462968 1 1361
2777801 35600 35626 25 1361
2777801 2792 3106 313 1361
2781885 309097 309100 2 1362
2781885 30895 30925 29 1362
2781885 16240 16297 56 1362
2781885 7124 7253 128 1362
2781885 1342 1912 569 1362
2781885 74 1364 1289 1362
2785972 928657 928658 0 1363
2785972 132662 132669 6 1363
2785972 12685 12758 72 1363
2785972 3887 4119 231 1363
2785972 2282 2658 375 1363
2785972 1562 2073 510 1363
2790062 84542 84553 10 1364
2790062 21115 21159 43 1364
2790062 2557 2898 340 1364
2794155 155228 155234 5 1365
2794155 62085 62100 14 1365
2794155 22155 22197 41 1365
2794155 13464 13533 68 1365
2794155 11902 11980 77 1365
2794155 8818 8923 104 1365
2794155 4679 4874 194 1365
2794155 3355 3622 266 1365
2794155 1687 2170 482 1365
2794155 1433 1979 545 1365
2794155 1005 1695 689 1365
2794155 590 1487 896 1365
2798251 932750 932751 0 1366
2798251 27417 27451 33 1366
2798251 3750 3991 240 1366
2802350 186821 186826 4 1367
2802350 46696 46716 19 1367
2802350 22763 22804 40 1367
2802350 5614 5778 163 1367
2802350 399 1424 1024 1367
2806452 12957 13029 71 1368
2806452 9400 9499 98 1368
2810557 936852 936853 0 1369
2810557 25302 25339 36 1369
2814665 469110 469112 1 1370
2814665 187642 187647 4 1370
2814665 67009 67023 13 1370
2814665 26789 26824 34 1370
2814665 6780 6917 136 1370
2814665 1305 1892 586 1370
2814665 499 1458 958 1370
2818776 313196 313199 2 1371
2818776 19551 19599 47 1371
2822890 940963 940964 0 1372
2822890 235239 235243 3 1372
2822890 134420 134427 6 1372
2822890 33592 33620 27 1372
2822890 19179 19228 48 1372
2822890 4703 4899 195 1372
2822890 2572 2915 342 1372
2822890 732 1555 822 1372
2827007 471167 471169 1 1373
2827007 32480 32509 28 1373
2827007 13237 13308 70 1373
2831127 157282 157288 5 1374
2831127 12060 12138 77 1374
2831127 517 1468 950 1374
2835250 945083 945084 0 1375
2835250 236269 236273 3 1375
2835250 37791 37816 24 1375
2835250 17156 17211 54 1375
2835250 9401 9501 99 1375
2835250 4186 4406 219 1375
2839376 29561 29593 31 1376
2843505 5770 5932 161 1377
2843505 2138 2543 404 1377
2843505 269 1403 1133 1377
2847637 949212 949213 0 1378
2847637 73010 73023 12 1378
2847637 8902 9008 105 1378
2851772 118820 118828 7 1379
2851772 86412 86423 10 1379
2851772 20202 20249 46 1379
2851772 16947 17003 55 1379
2851772 12307 12384 76 1379
2851772 4727 4924 196 1379
2851772 2725 3054 328 1379
2855910 317322 317325 2 1380
2855910 79325 79337 11 1380
2855910 2587 2932 344 1380
2860051 953350 953351 0 1381
2860051 50167 50186 18 1381
2860051 8692 8801 108 1381
2864195 477365 477367 1 1382
2864195 190944 190949 4 1382
2868342 18722 18773 50 1383
2868342 4585 4789 203 1383
2872492 957497 957498 0 1384
2872492 136782 136789 6 1384
2876645 479440 479442 1 1385
2876645 191774 191779 4 1385
2876645 15435 15497 61 1385
2876645 7089 7223 133 1385
2876645 6109 6264 154 1385
2876645 2695 3030 334 1385
2876645 1454 2008 553 1385
2880801 106692 106701 8 1386
2880801 15211 15274 62 1386
2880801 4751 4949 197 1386
2884960 961653 961654 0 1387
2884960 73967 73980 12 1387
2884960 50604 50623 18 1387
2884960 14994 15058 63 1387
2884960 13137 13210 72 1387
2884960 3770 4017 246 1387
2884960 740 1572 831 1387
2884960 539 1488 948 1387
2884960 183 1399 1215 1387
2889122 41860 41883 22 1388
2889122 10422 10514 91 1388
2889122 2602 2949 346 1388
2893287 321475 321478 2 1389
2897455 965818 965819 0 1390
2897455 96577 96587 9 1390
2897455 43890 43912 21 1390
2897455 17533 17588 54 1390
2897455 6879 7018 138 1390
2897455 2359 2738 378 1390
2901626 8986 9093 106 1391
2901626 6417 6566 148 1391
2901626 2046 2474 427 1391
2901626 1325 1921 595 1391
2901626 917 1666 748 1391
2901626 406 1449 1042 1391
2905800 64566 64581 14 1392
2905800 11090 11177 86 1392
2905800 3916 4156 239 1392
2905800 1683 2184 500 1392
2909977 969992 969993 0 1393
2909977 138567 138574 6 1393
2909977 4775 4974 198 1393
2914157 485692 485694 1 1394
2914157 57132 57149 16 1394
2914157 23672 23713 40 1394
2914157 13090 13164 73 1394
2914157 8540 8653 112 1394
2914157 1230 1859 628 1394
2918340 21595 21640 44 1395
2918340 13475 13547 71 1395
2922526 974175 974176 0 1396
2922526 243542 243546 3 1396
2922526 12292 12371 78 1396
2922526 2925 3241 315 1396
2922526 2617 2966 348 1396
2926715 487785 487787 1 1397
2926715 195112 195117 4 1397
2926715 88683 88694 10 1397
2926715 8814 8924 109 1397
2926715 3714 3968 253 1397
2926715 2119 2538 418 1397
2926715 1219 1854 634 1397
2930907 325655 325658 2 1398
2930907 46512 46533 20 1398
2935102 978367 978368 0 1399
2935102 244590 244594 3 1399
2939300 195951 195956 4 1400
2939300 122467 122475 7 1400
2939300 57625 57642 16 1400
2939300 27976 28011 34 1400
2939300 17468 17524 55 1400
2939300 15041 15106 64 1400
2939300 10266 10361 94 1400
2939300 9369 9473 103 1400
2939300 8174 8293 118 1400
2939300 6370 6522 151 1400
2939300 4799 4999 199 1400
2939300 4323 4544 220 1400
2939300 2872 3195 322 1400
2939300 2093 2518 424 1400
2939300 1926 2381 454 1400
2939300 1141 1806 664 1400
2939300 1101 1781 679 1400
2939300 982 1710 727 1400
2939300 389 1453 1063 1400
2939300 176 1411 1234 1400
2943501 163525 163531 5 1401
2943501 29716 29749 32 1401
2943501 1426 1999 572 1401
2947705 982568 982569 0 1402
2947705 98252 98262 9 1402
2947705 16912 16970 57 1402
2947705 6704 6849 144 1402
2947705 748 1589 840 1402
2951912 42770 42793 22 1403
2951912 3610 3873 262 1403
2951912 2490 2858 367 1403
2956122 36482 36509 26 1404
2956122 9070 9178 107 1404
2956122 2632 2983 350 1404
2960335 986778 986779 0 1405
2960335 140965 140972 6 1405
2960335 98673 98683 9 1405
2960335 22927 22970 42 1405
2960335 20114 20163 48 1405
2960335 14062 14132 69 1405
2960335 3128 3429 300 1405
2960335 2080 2510 429 1405
2960335 1769 2259 489 1405
2960335 1475 2037 561 1405
2964551 494091 494093 1 1406
2964551 25986 26024 37 1406
2964551 13317 13391 73 1406
2968770 329862 329865 2 1407
2968770 82460 82472 11 1407
2968770 47113 47134 20 1407
2968770 11739 11823 83 1407
2968770 4823 5024 200 1407
2968770 1247 1880 632 1407
2968770 829 1633 803 1407
2972992 990997 990998 0 1408
2972992 9570 9673 102 1408
2972992 1972 2423 450 1408
2977217 496202 496204 1 1409
2981445 165633 165639 5 1410
2981445 66247 66262 14 1410
2981445 6978 7119 140 1410
2985676 995225 995226 0 1411
2985676 7250 7386 135 1411
2985676 5317 5501 183 1411
2985676 2350 2741 390 1411
2985676 1617 2146 528 1411
2985676 1167 1831 663 1411
2989910 199325 199330 4 1412
2989910 90598 90609 10 1412
2989910 49822 49842 19 1412
2989910 28458 28493 34 1412
2989910 22629 22673 43 1412
2989910 12905 12982 76 1412
2989910 7049 7189 139 1412
2989910 3082 3390 307 1412
2989910 2647 3000 352 1412
2989910 1345 1950 604 1412
2994147 110890 110899 8 1413
2994147 8472 8589 116 1413
2998387 999462 999463 0 1414
2998387 142777 142784 6 1414
2998387 4847 5049 201 1414
3002630 200173 200178 4 1415
3002630 50034 50054 19 1415
3002630 413 1474 1060 1415
3006876 334096 334099 2 1416
3006876 10731 10824 92 1416
3011125 1003708 1003709 0 1417
3011125 100366 100376 9 1417
3011125 77202 77215 12 1417
3011125 40136 40161 24 1417
3011125 29504 29538 33 1417
3011125 11766 11851 84 1417
3011125 9154 9263 108 1417
3011125 7656 7786 129 1417
3011125 3890 4140 249 1417
3011125 2926 3251 324 1417
3011125 2050 2492 441 1417
3011125 756 1606 849 1417
3011125 376 1466 1089 1417
3011125 356 1461 1104 1417
3015377 502562 502564 1 1418
3019632 30485 30518 32 1419
3019632 10437 10533 95 1419
3019632 4242 4473 230 1419
3019632 1292 1919 626 1419
3019632 1162 1834 671 1419
3023890 1007963 1007964 0 1420
3023890 251989 251993 3 1420
3023890 2662 3017 354 1420
3028151 504691 504693 1 1421
3028151 72092 72106 13 1421
3028151 34792 34821 28 1421
3028151 10251 10349 97 1421
3028151 4871 5074 202 1421
3032415 56147 56165 17 1422
3032415 22440 22485 44 1422
3036682 1012227 1012228 0 1423
3036682 253055 253059 3 1423
3036682 10387 10484 96 1423
3036682 2415 2803 387 1423
3040952 11345 11434 88 1424
3045225 338357 338360 2 1425
3045225 33821 33851 29 1425
3045225 17780 17837 56 1425
3045225 13497 13572 74 1425
3045225 1496 2066 569 1425
3049501 1016500 1016501 0 1426
3049501 145211 145218 6 1426
3049501 78186 78199 12 1426
3049501 32775 32806 30 1426
3049501 22075 22121 45 1426
3049501 11125 11216 90 1426
3049501 10767 10861 93 1426
3049501 4576 4793 216 1426
3049501 2996 3318 321 1426
3049501 2321 2724 402 1426
3049501 1401 1999 597 1426
3049501 1216 1874 657 1426
3049501 400 1481 1080 1426
3049501 221 1443 1221 1426
3053780 203583 203588 4 1427
3053780 127237 127245 7 1427
3053780 9460 9567 106 1427
3058062 19962 20013 50 1428
3058062 4895 5099 203 1428
3058062 2677 3034 356 1428
3062347 1020782 1020783 0 1429
3066635 511105 511107 1 1430
3066635 204440 204445 4 1430
3066635 92923 92934 10 1430
3066635 39303 39329 25 1430
3066635 15694 15759 64 1430
3066635 9238 9348 109 1430
3066635 7077 7220 142 1430
3070926 916 1699 782 1431
3075220 1025073 1025074 0 1432
3075220 25607 25647 39 1432
3075220 764 1623 858 1432
3075220 698 1593 894 1432
3079517 513252 513254 1 1433
3079517 73315 73329 13 1433
3079517 1365 1979 613 1433
3083817 342645 342648 2 1434
3083817 15542 15608 65 1434
3083817 10027 10129 101 1434
3083817 7380 7518 137 1434
3083817 1552 2113 560 1434
3083817 975 1734 758 1434
3083817 290 1463 1172 1434
3088120 1029373 1029374 0 1435
3088120 147050 147057 6 1435
3088120 64328 64344 15 1435
3088120 9135 9247 111 1435
3088120 4919 5124 204 1435
3088120 93 1438 1344 1435
3092426 17442 17501 58 1436
3092426 4250 4486 235 1436
3092426 2692 3051 358 1436
3096735 172038 172044 5 1437
3096735 68809 68824 14 1437
3096735 152 1445 1292 1437
3101047 1033682 1033683 0 1438
3101047 54395 54414 18 1438
3101047 2050 2504 453 1438
3105362 12430 12513 82 1439
3105362 2952 3284 331 1439
3105362 420 1499 1078 1439
3109680 115169 115178 8 1440
3109680 16422 16485 62 1440
3114001 1038000 1038001 0 1441
3114001 47171 47193 21 1441
3114001 3831 4093 261 1441
3118325 519720 519722 1 1442
3118325 207886 207891 4 1442
3118325 74239 74253 13 1442
3118325 29681 29716 34 1442
3118325 20764 20814 49 1442
3118325 5922 6095 172 1442
3118325 4943 5149 205 1442
3118325 2795 3145 349 1442
3118325 1761 2276 514 1442
3118325 253 1464 1210 1442
3122652 346960 346963 2 1443
3122652 26670 26709 38 1443
3122652 9322 9433 110 1443
3126982 1042327 1042328 0 1444
3126982 260580 260584 3 1444
3126982 54850 54869 18 1444
3126982 17057 17118 60 1444
3126982 13677 13753 75 1444
3126982 4150 4394 243 1444
3126982 2707 3068 360 1444
3126982 320 1479 1158 1444
3131315 521885 521887 1 1445
3131315 208752 208757 4 1445
3131315 94883 94894 10 1445
3131315 61390 61407 16 1445
3131315 9434 9544 109 1445
3131315 6055 6225 169 1445
3131315 5200 5397 196 1445
3131315 2604 2978 373 1445
3131315 1517 2095 577 1445
3131315 649 1584 934 1445
3135651 174200 174206 5 1446
3139990 1046663 1046664 0 1447
3139990 261664 261668 3 1447
3139990 149520 149527 6 1447
3139990 37367 37395 27 1447
3139990 33748 33779 30 1447
3139990 8379 8503 123 1447
3139990 4715 4932 216 1447
3139990 772 1640 867 1447
3144332 131010 131018 7 1448
3144332 10327 10428 100 1448
3144332 2875 3219 343 1448
3148677 58300 58318 17 1449
3148677 8267 8393 125 1449
3148677 4967 5174 206 1449
3148677 2660 3029 368 1449
3148677 1962 2439 476 1449
3153025 1051008 1051009 0 1450
3153025 105096 105106 9 1450
3153025 42028 42053 24 1450
3153025 18092 18150 57 1450
3153025 7176 7321 144 1450
3157376 61901 61918 16 1451
3161730 351302 351305 2 1452
3161730 87820 87832 11 1452
3161730 27004 27043 38 1452
3161730 6678 6834 155 1452
3161730 6305 6470 164 1452
3161730 5143 5344 200 1452
3161730 2722 3085 362 1452
3161730 1267 1927 659 1452
3161730 909 1713 803 1452
3166087 1055362 1055363 0 1453
3170447 528407 528409 1 1454
3170447 75480 75494 13 1454
3170447 11830 11919 88 1454
3170447 10735 10833 97 1454
3170447 1385 2008 622 1454
3174810 70544 70559 14 1455
3174810 17608 17668 59 1455
3179176 1059725 1059726 0 1456
3179176 151386 151393 6 1456
3179176 81511 81524 12 1456
3179176 66225 66241 15 1456
3179176 11600 11691 90 1456
3179176 9406 9518 111 1456
3179176 4991 5199 207 1456
3179176 2471 2868 396 1456
3183545 530590 530592 1 1457
3183545 212234 212239 4 1457
3183545 46127 46150 22 1457
3183545 27907 27945 37 1457
3183545 22555 22602 46 1457
3183545 17085 17147 61 1457
3183545 11123 11218 94 1457
3183545 6769 6924 154 1457
3183545 4499 4729 229 1457
3183545 2210 2647 436 1457
3183545 2023 2493 469 1457
3183545 1132 1845 712 1457
3183545 742 1635 892 1457
3183545 312 1490 1177 1457
3192292 1064097 1064098 0 1459
3192292 1672 2219 546 1459
3196670 213109 213114 4 1460
3196670 53268 53288 19 1460
3196670 36729 36758 28 1460
3196670 9128 9244 115 1460
3196670 2737 3102 364 1460
3196670 1034 1789 754 1460
3201051 355671 355674 2 1461
3201051 50800 50821 20 1461
3201051 667 1606 938 1461
3205435 1068478 1068479 0 1462
3205435 106843 106853 9 1462
3205435 31409 31443 33 1462
3205435 24827 24870 42 1462
3205435 12528 12613 84 1462
3205435 2270 2700 429 1462
3205435 780 1657 876 1462
3209822 97262 97273 10 1463
3209822 24295 24339 43 1463
3209822 13857 13934 76 1463
3209822 5015 5224 208 1463
3209822 3320 3628 307 1463
3209822 862 1698 835 1463
3209822 427 1524 1096 1463
3214212 44630 44654 23 1464
3218605 1072868 1072869 0 1465
3218605 107282 107292 9 1465
3218605 82522 82535 12 1465
3218605 8188 8318 129 1465
3218605 6264 6433 168 1465
3218605 1538 2124 585 1465
3223001 537166 537168 1 1466
3227400 119529 119538 8 1467
3227400 7399 7543 143 1467
3227400 4669 4894 224 1467
3227400 1926 2421 494 1467
3231802 1077267 1077268 0 1468
3231802 269315 269319 3 1468
3231802 153892 153899 6 1468
3231802 38460 38488 27 1468
3231802 29097 29134 36 1468
3231802 7205 7353 147 1468
3231802 4030 4289 258 1468
3231802 2752 3119 366 1468
3231802 522 1558 1035 1468
3236207 539367 539369 1 1469
3236207 41477 41503 25 1469
3236207 9490 9603 112 1469
3240615 360067 360070 2 1470
3240615 51428 51449 20 1470
3240615 35992 36022 29 1470
3240615 7275 7422 146 1470
3240615 5039 5249 209 1470
3245026 1081675 1081676 0 1471
3245026 270417 270421 3 1471
3249440 216627 216632 4 1472
3249440 47082 47105 22 1472
3249440 3225 3545 319 1472
3253857 180767 180773 5 1473
3253857 7622 7763 140 1473
3258277 1086092 1086093 0 1474
3258277 49357 49379 21 1474
3258277 16177 16244 66 1474
3262700 217511 217516 4 1475
3262700 135942 135950 7 1475
3262700 31056 31091 34 1475
3262700 19393 19449 55 1475
3262700 18404 18463 58 1475
3262700 5338 5538 199 1475
3262700 2556 2951 394 1475
3262700 2427 2840 412 1475
3262700 1405 2037 631 1475
3262700 77 1477 1399 1475
3267126 2767 3136 368 1476
3271555 1090518 1090519 0 1477
3271555 155785 155792 6 1477
3271555 109047 109057 9 1477
3271555 15544 15614 69 1477
3271555 5063 5274 210 1477
3271555 788 1674 885 1477
3275987 545997 545999 1 1478
3275987 99267 99278 10 1478
3275987 41987 42013 25 1478
3275987 17582 17644 61 1478
3275987 7565 7708 142 1478
3275987 3032 3373 340 1478
3275987 952 1758 805 1478
3280422 364490 364493 2 1479
3280422 91117 91129 11 1479
3284860 1094953 1094954 0 1480
3284860 29575 29612 36 1480
3284860 27354 27394 39 1480
3284860 9464 9579 114 1480
3284860 5859 6043 183 1480
3284860 5577 5770 192 1480
3289301 548216 548218 1 1481
3293745 182983 182989 5 1482
3293745 73187 73202 14 1482
3293745 26120 26162 41 1482
3293745 14037 14115 77 1482
3293745 10404 10509 104 1482
3293745 9574 9688 113 1482
3293745 5533 5728 194 1482
3293745 3710 3995 284 1482
3293745 1738 2284 545 1482
3293745 1060 1822 761 1482
3293745 977 1775 797 1482
3293745 122 1487 1364 1482
3298192 1099397 1099398 0 1483
3298192 7840 7979 138 1483
3302642 20745 20798 52 1484
3302642 5087 5299 211 1484
3302642 2782 3153 370 1484
3307095 40815 40842 26 1485
3307095 3948 4218 269 1485
3307095 1559 2153 593 1485
3307095 742 1660 917 1485
3311551 1103850 1103851 0 1486
3316010 221065 221070 4 1487
3316010 55257 55277 19 1487
3316010 434 1549 1114 1487
3320472 368940 368943 2 1488
3320472 23035 23083 47 1488
3320472 11855 11948 92 1488
3324937 1108312 1108313 0 1489
3324937 158327 158334 6 1489
3324937 50367 50389 21 1489
3324937 19080 19138 57 1489
3324937 7120 7274 153 1489
3324937 3315 3634 318 1489
3324937 2527 2933 405 1489
